season,week,celebrity_name,ballroom_partner,judge1,judge2,judge3,judge4,total_judge_score,eliminated_flag,results,placement,industry
9,1,Ashley Hamiliton,Edyta Sliwinska,6.3333,7.3333,5.3333,,18.9999,1,Eliminated Week 1,16,Actor/Actress
9,1,Macy Gray,Jonathan Roberts,7.3333,5.3333,6.3333,,18.9999,1,Eliminated Week 1,15,Singer/Rapper
9,2,Aaron Carter,Karina Smirnoff,9.0,9.0,9.0,,27.0,0,Eliminated Week 8,5,Singer/Rapper
9,2,Mya,Dmitry Chaplin,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
9,2,Donny Osmond,Kym Johnson,8.0,9.0,8.0,,25.0,0,1st Place,1,Singer/Rapper
9,2,Debi Mazar,Maksim Chmerkoskiy,7.0,7.0,7.0,,21.0,0,Eliminated Week 3,12,Actor/Actress
9,2,Mark Dacascos,Lacey Schwimmer,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,6,Actor/Actress
9,2,Natalie Coughlin,Alec Mazo,7.0,7.0,7.0,,21.0,0,Eliminated Week 5,10,Athlete
9,2,Michael Irvin,Anna Demidova,7.0,7.0,6.0,,20.0,0,Eliminated Week 7,7,Athlete
9,2,Joanna Krupa,Derek Hough,6.0,7.0,7.0,,20.0,0,Eliminated Week 9,4,Model
9,2,Melissa Joan Hart,Mark Ballas,7.0,6.0,6.0,,19.0,0,Eliminated Week 6,9,Actor/Actress
9,2,Chuck Liddell,Anna Trebunskaya,6.0,7.0,6.0,,19.0,0,Eliminated Week 4,11,Athlete
9,2,Louie Vito,Chelsie Hightower,6.0,7.0,6.0,,19.0,0,Eliminated Week 6,8,Athlete
9,2,Kelly Osbourne,Louis van Amstel,6.0,7.0,6.0,,19.0,0,3rd Place,3,TV Personality
9,2,Kathy Ireland,Tony Dovolani,6.0,6.0,6.0,,18.0,1,Eliminated Week 2,14,Model
9,2,Tom DeLay,Cheryl Burke,6.0,6.0,6.0,,18.0,0,Withdrew,13,Politician
9,3,Mya,Dmitry Chaplin,10.0,7.0,10.0,,27.0,0,2nd Place,2,Singer/Rapper
9,3,Natalie Coughlin,Alec Mazo,9.0,8.0,9.0,,26.0,0,Eliminated Week 5,10,Athlete
9,3,Joanna Krupa,Derek Hough,7.0,8.0,8.0,,23.0,0,Eliminated Week 9,4,Model
9,3,Aaron Carter,Karina Smirnoff,8.0,6.0,7.0,,21.0,0,Eliminated Week 8,5,Singer/Rapper
9,3,Donny Osmond,Kym Johnson,7.0,7.0,7.0,,21.0,0,1st Place,1,Singer/Rapper
9,3,Louie Vito,Chelsie Hightower,8.0,5.0,7.0,,20.0,0,Eliminated Week 6,8,Athlete
9,3,Kelly Osbourne,Louis van Amstel,7.0,6.0,7.0,,20.0,0,3rd Place,3,TV Personality
9,3,Melissa Joan Hart,Mark Ballas,6.0,6.0,7.0,,19.0,0,Eliminated Week 6,9,Actor/Actress
9,3,Mark Dacascos,Lacey Schwimmer,6.0,6.0,6.0,,18.0,0,Eliminated Week 7,6,Actor/Actress
9,3,Debi Mazar,Maksim Chmerkoskiy,6.0,5.0,6.0,,17.0,1,Eliminated Week 3,12,Actor/Actress
9,3,Chuck Liddell,Anna Trebunskaya,6.0,5.0,6.0,,17.0,0,Eliminated Week 4,11,Athlete
9,3,Tom DeLay,Cheryl Burke,6.0,4.0,5.0,,15.0,0,Withdrew,13,Politician
9,3,Michael Irvin,Anna Demidova,5.0,4.0,5.0,,14.0,0,Eliminated Week 7,7,Athlete
9,4,Melissa Joan Hart,Mark Ballas,9.0,9.0,10.0,,28.0,0,Eliminated Week 6,9,Actor/Actress
9,4,Mya,Dmitry Chaplin,10.0,8.0,10.0,,28.0,0,2nd Place,2,Singer/Rapper
9,4,Joanna Krupa,Derek Hough,9.0,8.0,9.0,,26.0,0,Eliminated Week 9,4,Model
9,4,Natalie Coughlin,Alec Mazo,8.0,8.0,8.0,,24.0,0,Eliminated Week 5,10,Athlete
9,4,Donny Osmond,Kym Johnson,8.0,8.0,8.0,,24.0,0,1st Place,1,Singer/Rapper
9,4,Kelly Osbourne,Louis van Amstel,8.0,7.0,8.0,,23.0,0,3rd Place,3,TV Personality
9,4,Mark Dacascos,Lacey Schwimmer,8.0,7.0,7.0,,22.0,0,Eliminated Week 7,6,Actor/Actress
9,4,Aaron Carter,Karina Smirnoff,6.0,6.0,6.0,,18.0,0,Eliminated Week 8,5,Singer/Rapper
9,4,Chuck Liddell,Anna Trebunskaya,6.0,5.0,6.0,,17.0,1,Eliminated Week 4,11,Athlete
9,4,Louie Vito,Chelsie Hightower,5.0,5.0,6.0,,16.0,0,Eliminated Week 6,8,Athlete
9,4,Michael Irvin,Anna Demidova,5.0,6.0,5.0,,16.0,0,Eliminated Week 7,7,Athlete
9,5,Donny Osmond,Kym Johnson,10.0,9.0,10.0,,29.0,0,1st Place,1,Singer/Rapper
9,5,Mya,Dmitry Chaplin,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
9,5,Mark Dacascos,Lacey Schwimmer,9.0,9.0,8.0,,26.0,0,Eliminated Week 7,6,Actor/Actress
9,5,Joanna Krupa,Derek Hough,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Model
9,5,Aaron Carter,Karina Smirnoff,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,5,Singer/Rapper
9,5,Kelly Osbourne,Louis van Amstel,8.0,8.0,8.0,,24.0,0,3rd Place,3,TV Personality
9,5,Melissa Joan Hart,Mark Ballas,8.0,8.0,7.0,,23.0,0,Eliminated Week 6,9,Actor/Actress
9,5,Natalie Coughlin,Alec Mazo,7.0,8.0,7.0,,22.0,1,Eliminated Week 5,10,Athlete
9,5,Louie Vito,Chelsie Hightower,7.0,8.0,7.0,,22.0,0,Eliminated Week 6,8,Athlete
9,5,Michael Irvin,Anna Demidova,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,7,Athlete
9,6,Joanna Krupa,Derek Hough,11.3333,12.3333,12.3333,,35.9999,0,Eliminated Week 9,4,Model
9,6,Mya,Dmitry Chaplin,11.0,10.0,12.0,,33.0,0,2nd Place,2,Singer/Rapper
9,6,Aaron Carter,Karina Smirnoff,10.6666,11.6666,10.6666,,32.9998,0,Eliminated Week 8,5,Singer/Rapper
9,6,Mark Dacascos,Lacey Schwimmer,11.0,11.0,10.0,,32.0,0,Eliminated Week 7,6,Actor/Actress
9,6,Donny Osmond,Kym Johnson,10.3333,10.3333,10.3333,,30.999899999999997,0,1st Place,1,Singer/Rapper
9,6,Kelly Osbourne,Louis van Amstel,8.6666,7.6666,8.6666,,24.9998,0,3rd Place,3,TV Personality
9,6,Louie Vito,Chelsie Hightower,8.0,8.0,8.0,,24.0,1,Eliminated Week 6,8,Athlete
9,6,Melissa Joan Hart,Mark Ballas,8.3333,8.3333,7.3333,,23.9999,1,Eliminated Week 6,9,Actor/Actress
9,6,Michael Irvin,Anna Demidova,6.6666,8.6666,6.6666,,21.9998,0,Eliminated Week 7,7,Athlete
9,7,Joanna Krupa,Derek Hough,9.0,9.0,9.5,,27.5,0,Eliminated Week 9,4,Model
9,7,Aaron Carter,Karina Smirnoff,8.5,9.0,9.0,,26.5,0,Eliminated Week 8,5,Singer/Rapper
9,7,Donny Osmond,Kym Johnson,8.5,8.5,9.0,,26.0,0,1st Place,1,Singer/Rapper
9,7,Kelly Osbourne,Louis van Amstel,8.5,8.5,9.0,,26.0,0,3rd Place,3,TV Personality
9,7,Mya,Dmitry Chaplin,8.5,7.5,8.5,,24.5,0,2nd Place,2,Singer/Rapper
9,7,Michael Irvin,Anna Demidova,8.0,8.0,7.5,,23.5,1,Eliminated Week 7,7,Athlete
9,7,Mark Dacascos,Lacey Schwimmer,7.0,7.5,7.0,,21.5,1,Eliminated Week 7,6,Actor/Actress
9,8,Mya,Dmitry Chaplin,9.5,10.0,10.0,,29.5,0,2nd Place,2,Singer/Rapper
9,8,Joanna Krupa,Derek Hough,8.5,8.5,9.0,,26.0,0,Eliminated Week 9,4,Model
9,8,Kelly Osbourne,Louis van Amstel,8.0,8.5,9.0,,25.5,0,3rd Place,3,TV Personality
9,8,Aaron Carter,Karina Smirnoff,8.0,8.5,8.5,,25.0,1,Eliminated Week 8,5,Singer/Rapper
9,8,Donny Osmond,Kym Johnson,8.5,8.0,8.5,,25.0,0,1st Place,1,Singer/Rapper
9,9,Mya,Dmitry Chaplin,9.3333,9.6666,10.0,,28.9999,0,2nd Place,2,Singer/Rapper
9,9,Joanna Krupa,Derek Hough,9.0,9.0,9.0,,27.0,1,Eliminated Week 9,4,Model
9,9,Kelly Osbourne,Louis van Amstel,8.6666,8.6666,8.6666,,25.9998,0,3rd Place,3,TV Personality
9,9,Donny Osmond,Kym Johnson,8.0,8.3333,8.3333,,24.666600000000003,0,1st Place,1,Singer/Rapper
9,10,Donny Osmond,Kym Johnson,9.6666,9.6666,9.6666,,28.9998,0,1st Place,1,Singer/Rapper
9,10,Mya,Dmitry Chaplin,9.4444,9.4444,9.4444,,28.333199999999998,0,2nd Place,2,Singer/Rapper
9,10,Kelly Osbourne,Louis van Amstel,8.5,8.5,8.2222,,25.2222,0,3rd Place,3,TV Personality
10,1,Nicole Scherzinger,Derek Hough,9.0,7.0,9.0,,25.0,0,1st Place,1,Singer/Rapper
10,1,Evan Lysacek,Anna Trebunskaya,8.0,7.0,8.0,,23.0,0,2nd Place,2,Athlete
10,1,Pamela Anderson,Damian Whitewood,7.0,6.0,8.0,,21.0,0,Eliminated Week 7,6,Model
10,1,Erin Andrews,Maksim Chmerkoskiy,7.0,7.0,7.0,,21.0,0,3rd Place,3,Sports Broadcaster
10,1,Jake Pavelka,Chelsie Hightower,7.0,6.0,7.0,,20.0,0,Eliminated Week 6,7,TV Personality
10,1,Shannen Doherty,Mark Ballas,6.0,6.0,6.0,,18.0,0,Eliminated Week 2,11,Actor/Actress
10,1,Niecy Nash,Louis van Amstel,7.0,5.0,6.0,,18.0,0,Eliminated Week 8,5,Actor/Actress
10,1,Chad Ochocinco,Cheryl Burke,6.0,6.0,6.0,,18.0,0,Eliminated Week 9,4,Athlete
10,1,Kate Gosselin,Tony Dovolani,6.0,5.0,5.0,,16.0,0,Eliminated Week 5,8,TV Personality
10,1,Aiden Turner,Edyta Sliwinska,5.0,5.0,5.0,,15.0,0,Eliminated Week 4,9,Actor/Actress
10,1,Buzz Aldrin,Ashly DelGrosso,5.0,4.0,5.0,,14.0,0,Eliminated Week 3,10,Astronaut
10,2,Nicole Scherzinger,Derek Hough,10.0,8.0,10.0,,28.0,0,1st Place,1,Singer/Rapper
10,2,Evan Lysacek,Anna Trebunskaya,8.0,8.0,8.0,,24.0,0,2nd Place,2,Athlete
10,2,Erin Andrews,Maksim Chmerkoskiy,8.0,7.0,8.0,,23.0,0,3rd Place,3,Sports Broadcaster
10,2,Pamela Anderson,Damian Whitewood,7.0,7.0,8.0,,22.0,0,Eliminated Week 7,6,Model
10,2,Niecy Nash,Louis van Amstel,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,5,Actor/Actress
10,2,Shannen Doherty,Mark Ballas,7.0,6.0,7.0,,20.0,1,Eliminated Week 2,11,Actor/Actress
10,2,Jake Pavelka,Chelsie Hightower,6.0,7.0,7.0,,20.0,0,Eliminated Week 6,7,TV Personality
10,2,Aiden Turner,Edyta Sliwinska,7.0,6.0,6.0,,19.0,0,Eliminated Week 4,9,Actor/Actress
10,2,Chad Ochocinco,Cheryl Burke,6.0,5.0,5.0,,16.0,0,Eliminated Week 9,4,Athlete
10,2,Kate Gosselin,Tony Dovolani,5.0,5.0,5.0,,15.0,0,Eliminated Week 5,8,TV Personality
10,2,Buzz Aldrin,Ashly DelGrosso,4.0,4.0,4.0,,12.0,0,Eliminated Week 3,10,Astronaut
10,3,Evan Lysacek,Anna Trebunskaya,9.0,8.0,9.0,,26.0,0,2nd Place,2,Athlete
10,3,Nicole Scherzinger,Derek Hough,8.0,6.0,9.0,,23.0,0,1st Place,1,Singer/Rapper
10,3,Erin Andrews,Maksim Chmerkoskiy,8.0,7.0,8.0,,23.0,0,3rd Place,3,Sports Broadcaster
10,3,Niecy Nash,Louis van Amstel,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,5,Actor/Actress
10,3,Pamela Anderson,Damian Whitewood,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,6,Model
10,3,Jake Pavelka,Chelsie Hightower,7.0,7.0,7.0,,21.0,0,Eliminated Week 6,7,TV Personality
10,3,Aiden Turner,Edyta Sliwinska,7.0,6.0,7.0,,20.0,0,Eliminated Week 4,9,Actor/Actress
10,3,Chad Ochocinco,Cheryl Burke,7.0,6.0,7.0,,20.0,0,Eliminated Week 9,4,Athlete
10,3,Kate Gosselin,Tony Dovolani,5.0,5.0,5.0,,15.0,0,Eliminated Week 5,8,TV Personality
10,3,Buzz Aldrin,Ashly DelGrosso,5.0,4.0,4.0,,13.0,1,Eliminated Week 3,10,Astronaut
10,4,Evan Lysacek,Anna Trebunskaya,9.0,8.0,9.0,,26.0,0,2nd Place,2,Athlete
10,4,Nicole Scherzinger,Derek Hough,8.5,8.0,8.5,,25.0,0,1st Place,1,Singer/Rapper
10,4,Pamela Anderson,Damian Whitewood,7.5,7.5,8.5,,23.5,0,Eliminated Week 7,6,Model
10,4,Chad Ochocinco,Cheryl Burke,7.5,6.5,8.0,,22.0,0,Eliminated Week 9,4,Athlete
10,4,Erin Andrews,Maksim Chmerkoskiy,6.5,6.5,6.5,,19.5,0,3rd Place,3,Sports Broadcaster
10,4,Jake Pavelka,Chelsie Hightower,6.5,6.5,6.0,,19.0,0,Eliminated Week 6,7,TV Personality
10,4,Niecy Nash,Louis van Amstel,6.0,6.0,6.0,,18.0,0,Eliminated Week 8,5,Actor/Actress
10,4,Aiden Turner,Edyta Sliwinska,5.5,5.5,5.5,,16.5,1,Eliminated Week 4,9,Actor/Actress
10,4,Kate Gosselin,Tony Dovolani,5.0,5.5,5.5,,16.0,0,Eliminated Week 5,8,TV Personality
10,5,Nicole Scherzinger,Derek Hough,10.0,9.0,10.0,,29.0,0,1st Place,1,Singer/Rapper
10,5,Evan Lysacek,Anna Trebunskaya,9.0,9.0,9.0,,27.0,0,2nd Place,2,Athlete
10,5,Jake Pavelka,Chelsie Hightower,8.0,7.0,8.0,,23.0,0,Eliminated Week 6,7,TV Personality
10,5,Erin Andrews,Maksim Chmerkoskiy,7.0,7.0,8.0,,22.0,0,3rd Place,3,Sports Broadcaster
10,5,Pamela Anderson,Damian Whitewood,7.0,6.0,8.0,,21.0,0,Eliminated Week 7,6,Model
10,5,Niecy Nash,Louis van Amstel,6.0,6.0,6.0,,18.0,0,Eliminated Week 8,5,Actor/Actress
10,5,Chad Ochocinco,Cheryl Burke,6.0,6.0,6.0,,18.0,0,Eliminated Week 9,4,Athlete
10,5,Kate Gosselin,Tony Dovolani,5.0,5.0,5.0,,15.0,1,Eliminated Week 5,8,TV Personality
10,6,Nicole Scherzinger,Derek Hough,12.3333,10.3333,13.3333,,35.9999,0,1st Place,1,Singer/Rapper
10,6,Erin Andrews,Maksim Chmerkoskiy,12.0,10.0,12.0,,34.0,0,3rd Place,3,Sports Broadcaster
10,6,Chad Ochocinco,Cheryl Burke,10.3333,10.3333,10.3333,,30.999899999999997,0,Eliminated Week 9,4,Athlete
10,6,Pamela Anderson,Damian Whitewood,9.6666,9.6666,10.6666,,29.9998,0,Eliminated Week 7,6,Model
10,6,Evan Lysacek,Anna Trebunskaya,9.0,9.0,9.0,,27.0,0,2nd Place,2,Athlete
10,6,Niecy Nash,Louis van Amstel,8.6666,8.6666,8.6666,,25.9998,0,Eliminated Week 8,5,Actor/Actress
10,6,Jake Pavelka,Chelsie Hightower,8.3333,8.3333,8.3333,,24.999899999999997,1,Eliminated Week 6,7,TV Personality
10,7,Evan Lysacek,Anna Trebunskaya,9.0,9.0,9.0,,27.0,0,2nd Place,2,Athlete
10,7,Nicole Scherzinger,Derek Hough,9.0,9.0,9.0,,27.0,0,1st Place,1,Singer/Rapper
10,7,Chad Ochocinco,Cheryl Burke,8.5,9.0,8.5,,26.0,0,Eliminated Week 9,4,Athlete
10,7,Pamela Anderson,Damian Whitewood,8.5,8.5,8.5,,25.5,1,Eliminated Week 7,6,Model
10,7,Erin Andrews,Maksim Chmerkoskiy,8.5,8.5,8.5,,25.5,0,3rd Place,3,Sports Broadcaster
10,7,Niecy Nash,Louis van Amstel,8.5,8.0,8.0,,24.5,0,Eliminated Week 8,5,Actor/Actress
10,8,Nicole Scherzinger,Derek Hough,10.0,9.5,10.0,,29.5,0,1st Place,1,Singer/Rapper
10,8,Evan Lysacek,Anna Trebunskaya,9.0,8.5,9.0,,26.5,0,2nd Place,2,Athlete
10,8,Erin Andrews,Maksim Chmerkoskiy,8.5,9.0,9.0,,26.5,0,3rd Place,3,Sports Broadcaster
10,8,Chad Ochocinco,Cheryl Burke,7.5,7.5,7.5,,22.5,0,Eliminated Week 9,4,Athlete
10,8,Niecy Nash,Louis van Amstel,7.0,7.0,7.5,,21.5,1,Eliminated Week 8,5,Actor/Actress
10,9,Evan Lysacek,Anna Trebunskaya,10.0,9.5,10.0,,29.5,0,2nd Place,2,Athlete
10,9,Nicole Scherzinger,Derek Hough,10.0,9.5,10.0,,29.5,0,1st Place,1,Singer/Rapper
10,9,Erin Andrews,Maksim Chmerkoskiy,9.5,9.0,9.5,,28.0,0,3rd Place,3,Sports Broadcaster
10,9,Chad Ochocinco,Cheryl Burke,8.5,8.5,9.0,,26.0,1,Eliminated Week 9,4,Athlete
10,10,Nicole Scherzinger,Derek Hough,9.5,9.5,9.7777,,28.7777,0,1st Place,1,Singer/Rapper
10,10,Erin Andrews,Maksim Chmerkoskiy,9.2222,8.8888,8.8888,,26.9998,0,3rd Place,3,Sports Broadcaster
10,10,Evan Lysacek,Anna Trebunskaya,9.3333,8.7777,8.7777,,26.888699999999996,0,2nd Place,2,Athlete
11,1,Jennifer Grey,Derek Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,Actor/Actress
11,1,Kyle Massey,Lacey Schwimmer,8.0,7.0,8.0,,23.0,0,2nd Place,2,Actor/Actress
11,1,Brandy,Maksim Chmerkoskiy,7.0,8.0,8.0,,23.0,0,Eliminated Week 9,4,Singer/Rapper
11,1,Rick Fox,Cheryl Burke,8.0,7.0,7.0,,22.0,0,Eliminated Week 7,6,Athlete
11,1,Kurt Warner,Anna Trebunskaya,7.0,5.0,7.0,,19.0,0,Eliminated Week 8,5,Athlete
11,1,Audrina Patridge,Tony Dovolani,6.0,7.0,6.0,,19.0,0,Eliminated Week 6,7,TV Personality
11,1,Florence Henderson,Corky Ballas,6.0,6.0,6.0,,18.0,0,Eliminated Week 5,8,Actor/Actress
11,1,Bristol Palin,Mark Ballas,6.0,6.0,6.0,,18.0,0,3rd Place,3,TV Personality
11,1,Michael Bolton,Chelsie Hightower,6.0,5.0,5.0,,16.0,0,Eliminated Week 2,11,Singer/Rapper
11,1,David Hasselhoff,Kym Johnson,5.0,5.0,5.0,,15.0,1,Eliminated Week 1,12,Actor/Actress
11,1,Margaret Cho,Louis van Amstel,5.0,5.0,5.0,,15.0,0,Eliminated Week 3,10,Comedian
11,1,The Situation,Karina Smirnoff,5.0,5.0,5.0,,15.0,0,Eliminated Week 4,9,TV Personality
11,2,Jennifer Grey,Derek Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,Actor/Actress
11,2,Audrina Patridge,Tony Dovolani,8.0,8.0,7.0,,23.0,0,Eliminated Week 6,7,TV Personality
11,2,Kyle Massey,Lacey Schwimmer,8.0,7.0,7.0,,22.0,0,2nd Place,2,Actor/Actress
11,2,Bristol Palin,Mark Ballas,7.0,8.0,7.0,,22.0,0,3rd Place,3,TV Personality
11,2,Rick Fox,Cheryl Burke,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,6,Athlete
11,2,Kurt Warner,Anna Trebunskaya,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,5,Athlete
11,2,Brandy,Maksim Chmerkoskiy,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,4,Singer/Rapper
11,2,Florence Henderson,Corky Ballas,7.0,6.0,6.0,,19.0,0,Eliminated Week 5,8,Actor/Actress
11,2,Margaret Cho,Louis van Amstel,6.0,6.0,6.0,,18.0,0,Eliminated Week 3,10,Comedian
11,2,The Situation,Karina Smirnoff,6.0,6.0,6.0,,18.0,0,Eliminated Week 4,9,TV Personality
11,2,Michael Bolton,Chelsie Hightower,4.0,5.0,3.0,,12.0,1,Eliminated Week 2,11,Singer/Rapper
11,3,Audrina Patridge,Tony Dovolani,8.0,9.0,9.0,,26.0,0,Eliminated Week 6,7,TV Personality
11,3,Jennifer Grey,Derek Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,Actor/Actress
11,3,Rick Fox,Cheryl Burke,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,6,Athlete
11,3,Brandy,Maksim Chmerkoskiy,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Singer/Rapper
11,3,Kyle Massey,Lacey Schwimmer,8.0,7.0,8.0,,23.0,0,2nd Place,2,Actor/Actress
11,3,Kurt Warner,Anna Trebunskaya,8.0,8.0,7.0,,23.0,0,Eliminated Week 8,5,Athlete
11,3,Florence Henderson,Corky Ballas,7.0,6.0,7.0,,20.0,0,Eliminated Week 5,8,Actor/Actress
11,3,The Situation,Karina Smirnoff,7.0,6.0,7.0,,20.0,0,Eliminated Week 4,9,TV Personality
11,3,Bristol Palin,Mark Ballas,6.0,6.0,7.0,,19.0,0,3rd Place,3,TV Personality
11,3,Margaret Cho,Louis van Amstel,6.0,6.0,6.0,,18.0,1,Eliminated Week 3,10,Comedian
11,4,Jennifer Grey,Derek Hough,9.5,9.0,9.5,,28.0,0,1st Place,1,Actor/Actress
11,4,Brandy,Maksim Chmerkoskiy,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Singer/Rapper
11,4,Audrina Patridge,Tony Dovolani,8.0,7.5,7.5,,23.0,0,Eliminated Week 6,7,TV Personality
11,4,Kyle Massey,Lacey Schwimmer,7.0,6.5,6.5,,20.0,0,2nd Place,2,Actor/Actress
11,4,Rick Fox,Cheryl Burke,6.0,7.0,6.5,,19.5,0,Eliminated Week 7,6,Athlete
11,4,Florence Henderson,Corky Ballas,6.0,6.0,5.5,,17.5,0,Eliminated Week 5,8,Actor/Actress
11,4,Kurt Warner,Anna Trebunskaya,6.0,5.5,5.5,,17.0,0,Eliminated Week 8,5,Athlete
11,4,Bristol Palin,Mark Ballas,5.0,5.5,5.5,,16.0,0,3rd Place,3,TV Personality
11,4,The Situation,Karina Smirnoff,5.0,4.5,4.5,,14.0,1,Eliminated Week 4,9,TV Personality
11,5,Brandy,Maksim Chmerkoskiy,9.0,9.0,9.0,,27.0,0,Eliminated Week 9,4,Singer/Rapper
11,5,Jennifer Grey,Derek Hough,8.0,8.0,9.0,,25.0,0,1st Place,1,Actor/Actress
11,5,Rick Fox,Cheryl Burke,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,6,Athlete
11,5,Kurt Warner,Anna Trebunskaya,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,5,Athlete
11,5,Audrina Patridge,Tony Dovolani,7.0,8.0,8.0,,23.0,0,Eliminated Week 6,7,TV Personality
11,5,Florence Henderson,Corky Ballas,7.0,7.0,7.0,,21.0,1,Eliminated Week 5,8,Actor/Actress
11,5,Kyle Massey,Lacey Schwimmer,8.0,5.0,7.0,,20.0,0,2nd Place,2,Actor/Actress
11,5,Bristol Palin,Mark Ballas,6.0,6.0,6.0,,18.0,0,3rd Place,3,TV Personality
11,6,Brandy,Maksim Chmerkoskiy,11.3333,12.3333,12.3333,,35.9999,0,Eliminated Week 9,4,Singer/Rapper
11,6,Audrina Patridge,Tony Dovolani,10.6666,10.6666,10.6666,,31.9998,1,Eliminated Week 6,7,TV Personality
11,6,Rick Fox,Cheryl Burke,10.0,10.0,10.0,,30.0,0,Eliminated Week 7,6,Athlete
11,6,Kyle Massey,Lacey Schwimmer,10.3333,9.3333,10.3333,,29.999899999999997,0,2nd Place,2,Actor/Actress
11,6,Jennifer Grey,Derek Hough,9.0,10.0,10.0,,29.0,0,1st Place,1,Actor/Actress
11,6,Bristol Palin,Mark Ballas,9.6666,8.6666,9.6666,,27.9998,0,3rd Place,3,TV Personality
11,6,Kurt Warner,Anna Trebunskaya,7.3333,7.3333,7.3333,,21.9999,0,Eliminated Week 8,5,Athlete
11,7,Jennifer Grey,Derek Hough,9.5,9.0,9.0,9.0,36.5,0,1st Place,1,Actor/Actress
11,7,Brandy,Maksim Chmerkoskiy,9.0,9.0,9.5,9.0,36.5,0,Eliminated Week 9,4,Singer/Rapper
11,7,Kurt Warner,Anna Trebunskaya,9.5,8.5,8.5,8.5,35.0,0,Eliminated Week 8,5,Athlete
11,7,Rick Fox,Cheryl Burke,9.0,8.5,8.5,8.5,34.5,1,Eliminated Week 7,6,Athlete
11,7,Kyle Massey,Lacey Schwimmer,9.0,8.5,8.0,8.0,33.5,0,2nd Place,2,Actor/Actress
11,7,Bristol Palin,Mark Ballas,8.5,8.0,8.0,8.0,32.5,0,3rd Place,3,TV Personality
11,8,Jennifer Grey,Derek Hough,9.5,9.5,9.5,,28.5,0,1st Place,1,Actor/Actress
11,8,Brandy,Maksim Chmerkoskiy,9.0,9.5,10.0,,28.5,0,Eliminated Week 9,4,Singer/Rapper
11,8,Kyle Massey,Lacey Schwimmer,9.5,9.0,9.5,,28.0,0,2nd Place,2,Actor/Actress
11,8,Kurt Warner,Anna Trebunskaya,8.0,8.0,8.0,,24.0,1,Eliminated Week 8,5,Athlete
11,8,Bristol Palin,Mark Ballas,7.5,8.0,8.0,,23.5,0,3rd Place,3,TV Personality
11,9,Jennifer Grey,Derek Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,Actor/Actress
11,9,Kyle Massey,Lacey Schwimmer,10.0,9.0,10.0,,29.0,0,2nd Place,2,Actor/Actress
11,9,Brandy,Maksim Chmerkoskiy,9.5,9.5,9.5,,28.5,1,Eliminated Week 9,4,Singer/Rapper
11,9,Bristol Palin,Mark Ballas,8.5,9.0,9.0,,26.5,0,3rd Place,3,TV Personality
11,10,Jennifer Grey,Derek Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,Actor/Actress
11,10,Kyle Massey,Lacey Schwimmer,9.3333,8.6666,9.3333,,27.333199999999998,0,2nd Place,2,Actor/Actress
11,10,Bristol Palin,Mark Ballas,8.3333,9.0,8.3333,,25.666600000000003,0,3rd Place,3,TV Personality
12,1,Ralph Macchio,Karina Smirnoff,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Actor/Actress
12,1,Kirstie Alley,Maksim Chmerkoskiy,8.0,7.0,8.0,,23.0,0,2nd Place,2,Actor/Actress
12,1,Chelsea Kane,Mark Ballas,7.0,7.0,7.0,,21.0,0,3rd Place,3,Actor/Actress
12,1,Hines Ward,Kym Johnson,7.0,7.0,7.0,,21.0,0,1st Place,1,Athlete
12,1,Chris Jericho,Cheryl Burke,7.0,6.0,6.0,,19.0,0,Eliminated Week 6,7,Athlete
12,1,Romeo,Chelsie Hightower,7.0,6.0,6.0,,19.0,0,Eliminated Week 8,5,Singer/Rapper
12,1,Petra Nemcova,Dmitry Chaplin,6.0,6.0,6.0,,18.0,0,Eliminated Week 5,8,Model
12,1,Kendra Wilkinson,Louis van Amstel,6.0,6.0,6.0,,18.0,0,Eliminated Week 7,6,TV Personality
12,1,Sugar Ray Leonard,Anna Trebunskaya,6.0,5.0,6.0,,17.0,0,Eliminated Week 4,9,Athlete
12,1,Wendy Williams,Tony Dovolani,5.0,4.0,5.0,,14.0,0,Eliminated Week 3,10,TV Personality
